intersection_id,timestep,q_n,q_s,q_e,q_w,w_n,w_s,w_e,w_w,phase,elapsed
i5,242,6.9,7.2,5.5,7.1,9.0,10.1,7.3,9.4,1,20
i6,242,6.0,5.5,5.9,6.5,8.1,7.6,8.2,8.3,0,14
i0,243,12.3,12.8,13.5,11.5,15.6,17.0,17.0,14.3,1,29
i1,243,8.7,11.8,11.4,9.2,10.6,14.3,14.6,11.1,0,22
i2,243,9.1,9.0,10.0,8.4,11.5,11.6,11.5,11.9,0,32
i3,243,8.6,9.0,7.5,6.8,9.2,12.1,10.9,8.8,0,34
i4,243,7.8,6.9,7.5,6.0,9.4,9.3,8.5,7.4,0,6
i5,243,7.4,6.4,6.3,8.3,9.1,8.5,7.4,11.7,1,21
i6,243,6.8,6.3,5.1,6.1,8.5,8.9,6.9,7.6,0,15
i0,244,11.4,12.2,12.4,11.0,14.1,14.8,14.2,13.6,1,30
i1,244,9.6,11.0,11.1,9.8,10.1,14.0,14.2,13.0,0,23
i2,244,9.2,8.5,8.7,9.0,11.4,11.5,10.4,12.7,0,33
i3,244,7.0,8.9,7.6,7.5,8.1,11.6,8.7,9.1,0,35
i4,244,6.1,6.7,7.2,5.5,7.7,9.4,9.8,4.9,0,7
i5,244,7.9,6.3,6.5,7.5,10.7,8.2,8.6,9.2,1,22
i6,244,6.6,5.9,4.5,5.8,8.1,7.9,4.2,8.1,0,16
i0,245,12.0,12.0,12.2,10.4,14.1,15.7,15.2,12.9,1,31
i1,245,9.4,10.3,10.4,10.2,12.9,11.5,12.1,11.7,0,24
i2,245,7.6,8.0,8.3,7.7,9.6,9.8,9.8,9.7,0,34
i3,245,7.0,7.6,6.0,6.9,7.7,10.3,6.5,11.0,0,36
i4,245,6.3,6.1,8.3,5.6,7.3,6.8,10.5,5.6,0,8
i5,245,6.8,6.1,6.4,7.3,8.6,6.6,9.7,8.7,1,23
i6,245,6.8,5.5,4.4,5.0,7.6,6.5,5.7,6.6,0,17
i0,246,12.3,11.6,11.0,11.2,16.2,14.0,14.1,13.4,1,32
i1,246,9.7,9.8,8.9,8.6,12.5,12.2,11.4,8.8,0,25
i2,246,8.9,7.7,8.9,6.9,11.9,9.8,11.6,9.6,0,35
i3,246,6.5,7.6,5.8,7.1,9.2,8.8,7.0,10.3,0,37
i4,246,5.7,5.4,7.6,5.5,5.6,7.0,10.6,6.9,0,9
i5,246,6.7,6.4,6.1,6.6,8.7,7.8,7.3,7.8,1,24
i6,246,5.4,4.2,4.6,6.2,6.8,4.9,6.8,8.1,0,18
i0,247,12.3,11.9,11.2,9.9,17.0,13.7,14.4,12.6,1,33
i1,247,9.7,9.5,7.5,7.8,11.2,13.6,9.3,9.6,0,26
i2,247,9.2,7.0,7.6,6.8,12.4,9.2,8.6,9.0,0,36
i3,247,7.4,7.1,6.8,7.0,9.7,9.0,9.6,8.9,0,38
i4,247,5.6,4.2,7.2,5.6,7.3,6.7,8.1,7.8,1,0
i5,247,5.8,5.4,6.0,7.5,6.9,7.9,7.1,8.8,1,25
i6,247,4.9,4.8,6.5,6.4,6.1,6.5,9.0,7.4,1,0
i0,248,11.2,10.4,10.7,10.3,13.8,13.7,14.3,13.9,1,34
i1,248,9.0,9.4,7.6,8.6,10.5,12.0,10.6,10.3,0,27
i2,248,9.0,6.7,7.2,7.5,11.1,7.5,8.0,9.4,0,37
i3,248,7.9,6.9,6.8,7.3,8.5,8.9,9.3,9.0,0,39
i4,248,5.5,4.0,6.3,5.5,7.0,5.2,7.8,8.0,1,1
i5,248,5.9,5.6,6.4,7.7,8.3,6.6,8.7,11.1,1,26
i6,248,5.7,5.1,6.0,6.3,8.1,6.1,7.8,9.2,1,1
i0,249,9.1,9.8,9.2,11.2,10.8,12.5,11.5,15.0,1,35
i1,249,9.9,8.0,7.4,9.2,12.9,11.3,11.4,12.7,0,28
i2,249,8.4,6.7,8.6,5.8,11.2,9.3,10.7,7.0,0,38
i3,249,6.6,5.4,6.4,6.6,8.6,7.1,8.4,7.4,1,0
i4,249,6.7,4.4,5.5,4.4,8.0,5.8,7.3,3.7,1,2
i5,249,7.4,6.6,6.0,7.8,9.4,9.3,6.7,9.8,1,27
i6,249,4.6,4.9,6.0,6.3,7.1,5.9,9.5,6.8,1,2
i0,250,10.2,9.5,8.8,9.7,13.6,11.5,10.7,12.3,1,36
i1,250,8.6,8.0,6.1,7.5,10.8,9.9,7.6,11.3,0,29
i2,250,7.7,7.2,8.4,5.5,9.5,9.1,9.6,6.9,0,39
i3,250,6.2,6.0,6.6,5.6,8.2,7.4,7.7,8.0,1,1
i4,250,6.1,5.3,5.5,5.4,7.9,7.2,7.5,6.7,1,3
i5,250,6.7,6.7,5.9,7.4,8.8,8.8,9.2,9.1,1,28
i6,250,4.9,5.1,5.3,5.6,7.3,6.2,7.9,5.3,1,3
i0,251,10.4,9.1,8.0,9.6,13.2,11.3,10.4,11.1,1,37
i1,251,8.2,8.2,5.3,8.2,10.2,11.5,5.8,9.4,0,30
i2,251,8.2,7.0,7.5,5.9,10.3,10.3,10.1,7.4,1,0
i3,251,6.2,6.2,5.7,5.2,8.4,9.1,7.7,6.6,1,2
i4,251,6.3,4.6,6.3,5.6,6.3,6.9,7.0,6.1,1,4
i5,251,6.9,6.2,6.4,7.8,7.7,8.6,7.9,9.2,1,29
i6,251,5.8,5.1,5.9,6.0,7.8,5.6,7.1,7.5,1,4
i0,252,8.9,9.4,7.1,9.3,12.3,12.1,9.8,12.5,1,38
i1,252,9.1,7.3,6.4,8.3,11.7,8.8,7.7,10.6,0,31
i2,252,7.9,6.9,7.9,6.4,9.2,8.2,9.6,8.8,1,1
i3,252,4.1,6.8,5.1,5.9,4.9,9.7,6.0,8.6,1,3
i4,252,6.3,4.1,5.0,5.7,7.9,4.5,6.2,5.6,1,5
i5,252,5.7,5.5,5.4,7.4,6.6,7.2,6.4,8.2,1,30
i6,252,6.0,5.6,6.2,6.3,6.5,7.1,7.2,8.1,1,5
i0,253,8.5,9.4,7.2,8.8,10.9,11.8,8.8,9.3,1,39
i1,253,9.3,7.3,6.3,7.6,9.6,7.8,9.1,10.0,0,32
i2,253,7.1,7.7,7.9,5.8,8.3,10.3,9.4,6.9,1,2
i3,253,5.7,7.3,6.3,5.9,7.9,9.0,8.2,6.5,1,4
i4,253,6.6,3.5,5.0,6.4,8.9,4.2,6.1,8.7,1,6
i5,253,5.6,6.2,4.7,7.2,7.4,9.4,6.6,7.9,1,31
i6,253,6.1,5.4,5.7,5.8,7.3,7.5,9.2,7.4,1,6
i0,254,8.1,8.5,7.1,9.2,10.6,11.3,9.0,11.4,0,0
i1,254,9.8,7.8,6.9,7.4,11.1,10.2,8.4,9.0,0,33
i2,254,6.7,7.3,7.4,6.5,8.9,9.4,8.9,8.9,1,3
i3,254,6.7,7.3,6.3,5.3,9.3,9.1,9.1,7.1,1,5
i4,254,8.0,5.1,4.7,6.5,11.4,5.8,5.4,8.4,1,7
i5,254,6.4,5.8,5.6,7.7,7.0,7.5,8.2,9.7,1,32
i6,254,6.4,6.6,5.5,5.1,8.0,8.3,6.2,5.6,1,7
i0,255,8.8,8.0,8.4,7.6,9.6,10.2,11.2,10.3,0,1
i1,255,8.7,8.5,6.9,6.1,12.4,9.9,7.6,7.9,0,34
i2,255,6.2,7.8,8.6,7.6,8.5,8.9,11.3,9.7,1,4
i3,255,7.5,8.8,7.1,6.7,8.7,10.9,9.0,9.0,1,6
i4,255,6.5,4.5,5.7,6.7,9.5,6.4,7.0,8.0,1,8
i5,255,6.5,5.7,4.8,8.9,8.2,7.2,6.7,9.9,1,33
i6,255,6.5,7.7,5.6,4.2,7.2,9.7,7.4,7.1,0,0
i0,256,8.2,7.5,8.1,7.2,10.3,9.3,9.9,8.9,0,2
i1,256,8.1,7.6,6.5,6.0,10.6,8.5,8.3,6.8,0,35
i2,256,7.4,8.2,7.7,6.6,8.5,10.6,8.4,9.6,1,5
i3,256,6.8,9.4,7.5,5.9,7.5,13.0,9.7,6.6,1,7
i4,256,6.6,5.0,5.4,5.7,8.5,7.2,7.0,8.2,1,9
i5,256,5.5,4.6,3.9,7.8,5.9,5.0,3.9,10.2,1,34
i6,256,5.8,8.1,4.6,6.0,7.4,9.3,5.8,7.9,0,1
i0,257,8.6,7.2,8.7,5.6,9.6,8.8,9.9,5.5,0,3
i1,257,7.9,7.4,7.2,6.9,9.7,6.9,9.3,8.3,0,36
i2,257,8.0,6.6,7.4,5.7,10.4,8.9,8.3,7.4,1,6
i3,257,6.0,7.8,7.1,5.8,7.3,9.5,7.7,5.5,1,8
i4,257,6.9,6.1,5.8,5.0,8.2,8.1,7.2,5.2,1,10
i5,257,4.7,5.1,3.7,6.3,4.6,5.8,5.0,9.0,1,35
i6,257,5.9,5.9,5.7,7.2,8.9,8.0,6.4,9.4,0,2
i0,258,8.3,7.9,7.1,6.0,8.5,9.9,9.5,7.3,0,4
i1,258,6.9,7.0,7.2,6.8,9.5,9.1,8.3,9.7,0,37
i2,258,7.5,7.6,7.3,6.1,10.3,10.9,9.5,7.2,1,7
i3,258,5.3,7.1,8.2,6.7,9.0,7.4,11.6,8.5,1,9
i4,258,6.0,5.7,5.4,5.3,6.5,6.1,6.6,8.4,1,11
i5,258,4.7,6.6,4.5,5.4,7.0,8.5,6.5,5.8,1,36
i6,258,6.8,6.5,4.4,6.5,9.3,6.9,4.7,7.7,0,3
i0,259,7.5,8.0,7.6,6.3,9.3,10.2,9.9,9.2,0,5
i1,259,7.0,7.4,7.4,6.2,8.9,9.8,10.0,7.8,0,38
i2,259,6.5,8.0,6.9,5.6,7.3,8.8,9.2,7.2,1,8
i3,259,6.9,5.7,7.9,6.5,8.9,7.8,10.2,8.2,1,10
i4,259,5.1,5.5,5.3,5.6,6.0,7.8,6.1,7.3,1,12
i5,259,5.1,6.5,4.2,5.3,5.3,6.9,4.8,5.3,1,37
i6,259,7.2,7.3,6.6,6.2,8.4,9.9,8.0,6.4,0,4
i0,260,7.9,6.9,8.6,6.2,9.5,9.0,9.8,7.1,0,6
i1,260,5.8,7.6,6.1,5.6,6.6,9.5,8.1,7.6,0,39
i2,260,6.6,8.1,6.6,5.8,9.1,11.1,8.4,8.1,1,9
i3,260,6.5,4.1,7.2,5.5,9.6,5.5,9.1,6.0,1,11
i4,260,4.6,4.7,5.3,4.7,6.8,5.8,6.5,5.6,1,13
i5,260,4.9,6.6,3.4,5.3,6.0,8.1,3.7,6.8,0,0
i6,260,6.4,7.5,7.1,6.7,8.1,8.3,9.6,9.7,0,5
i0,261,7.9,6.3,7.0,6.5,9.5,8.1,7.7,7.5,0,7
i1,261,7.6,6.5,5.6,7.1,9.1,8.0,5.7,8.3,1,0
i2,261,6.0,6.3,6.2,5.3,5.7,8.0,6.7,7.5,1,10
i3,261,6.4,5.4,7.6,6.5,7.2,7.5,9.6,8.8,1,12
i4,261,4.0,4.6,4.7,5.9,5.9,6.0,4.8,7.6,1,14
i5,261,4.8,5.7,4.8,5.2,4.8,7.6,6.2,5.0,0,1
i6,261,4.8,7.6,5.7,5.8,6.6,9.1,6.5,6.5,0,6
i0,262,6.4,5.6,6.3,6.9,7.5,7.0,8.6,8.5,0,8
i1,262,7.7,7.6,6.1,7.8,9.5,9.7,5.6,11.2,1,1
i2,262,7.0,6.5,6.0,6.3,9.4,7.5,7.2,8.0,1,11
i3,262,6.1,6.0,6.4,6.0,8.7,7.3,7.5,9.2,1,13
i4,262,5.2,4.9,5.4,6.3,7.0,6.7,6.9,8.8,1,15
i5,262,3.7,6.4,5.4,6.9,4.1,7.0,6.8,9.6,0,2
i6,262,5.5,7.2,5.5,4.5,6.3,8.0,7.4,5.6,0,7
i0,263,6.7,5.4,6.9,6.0,7.1,6.0,9.5,7.6,0,9
i1,263,7.8,7.3,6.5,8.4,8.8,8.7,7.1,9.0,1,2
i2,263,6.3,6.5,6.0,7.1,8.1,7.9,7.1,8.2,1,12
i3,263,5.3,6.3,7.4,6.4,5.4,8.0,10.2,8.4,1,14
i4,263,5.2,4.9,7.1,5.2,7.1,6.7,7.5,4.2,1,16
i5,263,4.8,6.5,5.8,7.0,5.0,7.6,6.1,9.7,0,3
i6,263,7.0,6.8,6.7,5.3,8.8,8.5,9.7,6.6,0,8
i0,264,6.6,4.8,8.1,7.2,8.9,5.9,9.9,8.9,1,0
i1,264,7.3,6.8,7.1,8.1,10.5,9.4,8.3,9.7,1,3
i2,264,5.7,6.5,6.3,8.1,7.8,8.4,7.3,10.6,1,13
i3,264,5.4,5.4,7.6,6.1,7.0,7.8,9.7,6.9,1,15
i4,264,5.4,4.6,6.4,6.5,5.6,6.9,8.3,7.5,1,17
i5,264,5.5,5.9,5.5,7.1,6.7,7.6,6.8,8.3,0,4
i6,264,7.0,5.4,7.2,5.3,9.2,6.4,9.9,6.6,0,9
i0,265,7.0,5.8,7.9,7.9,8.4,8.7,10.1,10.2,1,1
i1,265,8.0,6.4,6.3,8.7,10.1,8.0,7.6,11.4,1,4
i2,265,5.5,6.8,5.0,7.4,6.7,7.5,6.6,9.2,1,14
i3,265,5.9,5.8,7.9,6.1,7.5,7.2,10.0,7.3,1,16
i4,265,5.5,4.0,6.6,6.7,8.0,5.4,8.2,8.3,1,18
i5,265,5.2,5.4,5.5,6.8,6.5,6.6,7.4,8.6,0,5
i6,265,8.1,5.5,5.2,5.5,9.4,8.2,7.1,8.0,0,10
i0,266,7.9,6.5,7.9,8.4,9.7,8.1,10.7,10.4,1,2
i1,266,7.4,6.0,6.6,9.5,9.5,9.7,9.1,12.7,1,5
i2,266,6.2,6.3,4.4,7.3,7.8,7.3,5.3,9.7,1,15
i3,266,6.4,6.3,7.7,5.8,7.9,7.3,10.0,6.5,1,17
i4,266,5.9,5.1,7.3,5.8,8.0,6.4,8.3,7.2,1,19
i5,266,6.4,4.7,5.9,6.3,6.9,4.7,7.4,9.1,0,6
i6,266,6.7,6.4,6.1,5.1,8.7,8.7,8.4,6.2,0,11
i0,267,8.1,7.4,7.5,6.8,9.0,9.2,8.8,8.8,1,3
i1,267,8.0,6.2,6.1,10.0,10.3,5.8,8.3,12.1,1,6
i2,267,5.2,6.7,3.9,7.0,7.3,7.7,5.9,7.9,1,16
i3,267,6.8,6.2,7.4,6.2,8.0,7.8,8.1,8.1,1,18
i4,267,6.2,4.6,7.4,6.0,6.9,5.5,8.2,8.0,1,20
i5,267,7.1,5.2,6.5,5.3,8.9,5.2,8.2,6.3,0,7
i6,267,7.7,5.4,7.4,5.1,9.4,6.8,10.7,6.6,0,12
i0,268,7.3,7.0,7.1,7.5,8.3,9.2,7.7,9.0,1,4
i1,268,7.1,5.4,8.0,9.1,9.3,8.0,10.2,10.5,1,7
i2,268,6.5,6.0,5.1,7.0,7.7,8.2,6.8,8.5,1,17
i3,268,6.9,6.3,5.6,6.5,7.8,7.5,5.7,5.9,1,19
i4,268,7.1,4.4,7.5,5.3,8.5,4.8,9.8,6.3,1,21
i5,268,7.3,6.6,7.0,5.4,8.1,9.0,8.2,6.5,0,8
i6,268,6.1,6.0,7.4,5.0,8.2,6.5,9.6,7.4,0,13
i0,269,6.8,7.5,6.5,5.6,9.1,8.7,8.2,7.3,1,5
i1,269,7.6,5.7,8.2,7.3,9.5,6.9,9.6,10.7,1,8
i2,269,8.0,7.0,5.2,6.8,9.8,8.7,8.1,8.1,1,18
i3,269,6.2,7.9,5.3,6.2,7.5,10.5,6.8,8.0,1,20
i4,269,7.0,5.6,7.2,4.8,10.2,8.1,8.8,6.2,1,22
i5,269,6.7,6.1,6.5,6.7,7.8,7.3,8.2,8.3,0,9
i6,269,7.6,6.0,7.3,5.1,9.9,7.7,7.6,6.0,0,14
i0,270,6.9,6.7,5.7,6.1,7.7,8.3,6.9,8.4,1,6
i1,270,6.7,5.6,7.6,6.6,8.8,7.0,8.9,7.9,1,9
i2,270,7.8,7.3,5.9,6.6,10.8,9.5,6.3,8.7,1,19
i3,270,6.3,7.9,6.2,5.5,7.8,10.2,8.2,7.5,1,21
i4,270,6.2,5.9,6.1,5.8,8.5,6.9,6.9,6.7,1,23
i5,270,6.9,6.2,8.4,5.9,6.8,8.3,11.0,7.1,0,10
i6,270,7.4,5.8,7.9,5.8,8.1,8.0,9.4,7.8,0,15
i0,271,7.9,6.1,7.1,5.6,9.9,7.6,9.3,6.1,1,7
i1,271,6.7,6.0,6.4,5.6,9.5,7.5,8.3,6.2,1,10
i2,271,6.3,7.5,6.3,7.2,8.3,10.2,8.4,9.5,1,20
i3,271,6.0,8.2,7.1,6.3,5.9,10.5,8.1,7.8,1,22
i4,271,5.3,6.4,6.9,6.7,7.2,8.5,8.9,7.2,1,24
i5,271,6.7,7.1,7.4,6.5,8.8,8.7,8.6,7.3,0,11
i6,271,7.0,6.0,5.8,6.2,9.8,7.4,6.7,7.9,0,16
i0,272,8.2,6.0,7.4,5.7,9.9,8.1,8.0,6.1,1,8
i1,272,7.7,5.8,5.8,4.8,9.2,8.9,7.4,6.2,0,0
i2,272,7.0,6.3,6.6,7.7,7.6,7.4,10.8,10.0,1,21
i3,272,5.8,8.0,7.8,5.2,7.2,11.8,9.8,7.8,1,23
i4,272,5.5,5.8,7.1,5.9,6.4,8.5,8.3,7.2,1,25
i5,272,5.5,6.3,6.9,5.7,7.5,8.8,8.5,7.1,0,12
i6,272,6.9,6.5,7.0,6.6,9.2,8.5,8.4,8.4,0,17
i0,273,8.5,6.8,6.7,5.9,10.5,9.4,7.5,8.0,1,9
i1,273,5.9,6.3,5.3,5.2,7.5,7.8,6.5,7.0,0,1
i2,273,5.4,6.8,6.5,8.2,6.3,9.7,7.1,11.9,1,22
i3,273,5.9,7.0,8.6,5.5,7.9,7.9,10.4,7.2,1,24
i4,273,6.4,6.9,7.2,5.2,7.9,9.1,9.1,6.8,1,26
i5,273,4.1,6.9,6.8,5.3,3.8,9.7,8.1,5.6,0,13
i6,273,6.6,6.6,7.1,6.9,6.9,7.9,9.5,8.2,0,18
i0,274,8.1,6.6,5.7,6.2,10.7,8.8,7.7,7.9,1,10
i1,274,5.6,6.0,4.6,5.7,6.0,8.1,6.7,7.4,0,2
i2,274,5.1,5.8,5.9,8.1,6.8,8.2,7.2,10.4,1,23
i3,274,7.3,7.0,8.5,5.3,9.8,8.6,10.5,5.6,1,25
i4,274,4.9,7.2,6.0,5.6,6.3,11.0,7.0,6.3,1,27
i5,274,4.7,7.2,7.4,5.2,6.0,8.6,8.9,7.8,0,14
i6,274,7.3,6.4,4.9,6.5,8.9,8.1,6.5,8.9,0,19
i0,275,7.4,7.6,6.1,5.5,8.5,9.3,8.8,7.4,0,0
i1,275,6.0,6.3,4.7,5.8,6.9,7.2,5.2,7.6,0,3
i2,275,5.8,5.5,5.7,8.8,6.6,6.8,6.3,10.9,1,24
i3,275,6.9,7.0,7.8,6.3,7.9,9.0,10.6,7.3,1,26
i4,275,4.2,7.4,5.6,6.3,4.7,8.5,6.2,8.6,1,28
i5,275,5.9,7.2,7.9,6.5,6.5,9.5,10.4,7.6,0,15
i6,275,7.7,6.5,6.3,5.6,10.1,8.8,7.6,7.8,0,20
i0,276,6.5,6.9,5.5,5.9,7.0,10.3,7.7,6.9,0,1
i1,276,5.5,6.9,3.3,6.5,6.6,9.4,4.9,9.4,0,4
i2,276,4.9,5.6,5.8,8.4,6.8,7.8,6.8,11.4,1,25
i3,276,6.8,6.6,7.3,6.1,7.4,8.3,9.2,8.3,1,27
i4,276,5.3,6.6,5.5,7.1,6.1,9.8,5.9,7.4,1,29
i5,276,7.2,7.4,6.3,6.5,9.0,9.2,9.7,7.0,0,16
i6,276,6.5,6.3,6.1,5.0,8.5,9.0,7.3,6.2,0,21
i0,277,6.1,7.0,6.1,5.7,7.8,9.0,6.5,6.6,0,2
i1,277,6.3,6.7,4.0,7.3,7.1,7.0,5.3,7.7,0,5
i2,277,5.2,6.0,5.6,7.0,7.5,6.7,6.1,8.6,1,26
i3,277,7.1,8.0,6.6,5.5,7.9,10.3,9.6,7.1,1,28
i4,277,7.5,6.0,4.8,6.2,10.1,6.6,6.0,9.5,1,30
i5,277,6.6,6.8,6.9,7.2,9.8,9.0,9.3,9.9,0,17
i6,277,6.2,5.9,6.9,5.4,8.3,7.8,7.9,7.3,0,22
i0,278,5.5,5.6,7.2,6.6,5.7,6.9,9.0,8.0,0,3
i1,278,6.4,6.9,5.2,6.8,7.4,7.2,6.9,9.6,0,6
i2,278,6.3,6.6,6.2,7.7,9.7,8.4,7.1,9.6,1,27
i3,278,7.0,7.1,6.7,5.7,9.8,8.0,7.9,6.4,1,29
i4,278,6.1,5.6,4.5,7.0,5.9,8.4,4.8,8.7,1,31
i5,278,7.2,6.2,7.0,6.2,9.2,8.0,9.6,6.8,0,18
i6,278,6.0,6.2,7.3,5.0,6.7,8.2,9.6,6.9,0,23
i0,279,5.8,6.6,6.2,7.0,7.1,8.0,8.8,8.1,0,4
i1,279,6.4,5.8,6.1,5.9,8.4,8.7,7.6,7.3,0,7
i2,279,5.8,7.8,7.3,7.1,6.9,9.3,9.8,9.2,1,28
i3,279,6.5,7.6,6.7,6.3,8.4,8.7,9.0,9.5,1,30
i4,279,5.5,5.2,4.6,6.3,7.9,5.3,7.1,7.4,1,32
i5,279,6.3,6.2,6.5,6.5,7.7,6.6,8.6,7.9,0,19
i6,279,5.9,6.1,8.1,4.8,7.8,8.7,8.5,6.1,0,24
i0,280,6.1,5.1,5.4,6.3,8.3,5.2,8.3,6.8,0,5
i1,280,5.4,5.7,5.4,5.4,6.1,7.3,5.7,5.9,0,8
i2,280,6.2,8.5,7.5,6.9,8.0,10.0,10.1,9.5,1,29
i3,280,5.7,6.4,6.6,5.8,7.2,7.4,8.2,7.2,1,31
i4,280,6.4,5.3,5.3,5.8,9.3,7.8,6.0,8.4,1,33
i5,280,6.4,4.7,6.3,6.8,6.8,5.4,7.1,7.1,0,20
i6,280,5.9,5.6,8.1,4.6,6.3,8.3,9.8,5.5,0,25
i0,281,5.4,5.8,6.9,5.8,5.7,6.1,8.4,6.7,0,6
i1,281,7.0,7.9,5.4,4.9,9.3,10.6,6.4,7.0,0,9
i2,281,7.3,7.6,6.9,7.3,8.6,8.3,8.5,9.0,1,30
i3,281,5.9,7.1,6.0,5.1,7.1,9.3,8.5,7.7,1,32
i4,281,6.4,4.2,5.1,7.2,9.0,3.8,5.4,9.9,1,34
i5,281,6.0,6.0,6.4,7.5,7.2,7.3,7.6,9.5,0,21
i6,281,6.8,5.4,8.1,5.2,8.3,6.1,9.3,7.9,0,26
i0,282,5.2,4.9,8.1,4.9,6.2,6.3,10.2,5.3,0,7
i1,282,6.1,6.6,6.0,4.4,6.3,10.1,7.5,4.8,0,10
i2,282,6.6,7.8,7.0,6.7,9.6,7.3,9.5,8.5,1,31
i3,282,5.6,6.4,5.8,5.5,6.5,7.6,7.9,7.7,1,33
i4,282,6.8,5.5,7.7,6.3,9.8,7.1,8.9,8.4,1,35
i5,282,5.5,5.6,6.2,6.2,7.3,8.8,6.9,8.2,0,22
i6,282,5.9,6.5,7.3,7.1,7.6,8.5,8.4,9.3,0,27
i0,283,4.8,5.8,8.4,5.8,6.2,6.8,9.4,6.9,1,0
i1,283,5.0,6.5,6.7,4.4,6.8,8.6,7.7,4.9,0,11
i2,283,7.0,6.5,7.3,7.4,9.7,7.9,8.4,10.9,1,32
i3,283,5.8,7.2,7.5,5.8,6.3,8.5,9.8,7.1,1,34
i4,283,6.9,5.5,8.0,6.5,9.6,6.7,11.6,8.5,1,36
i5,283,5.8,5.4,7.1,7.9,5.7,6.1,8.4,10.6,1,0
i6,283,6.3,6.6,7.3,6.4,7.7,8.0,7.6,7.9,0,28
i0,284,5.5,4.3,7.7,6.8,7.7,6.7,9.2,8.8,1,1
i1,284,6.2,6.7,7.5,4.8,8.2,8.8,9.7,6.7,0,12
i2,284,6.3,5.5,7.2,6.3,9.1,6.8,8.2,9.3,1,33
i3,284,4.7,6.4,7.5,6.1,6.0,7.1,10.1,7.9,1,35
i4,284,6.6,5.9,7.5,6.5,7.6,8.0,8.4,7.8,1,37
i5,284,5.6,5.5,6.4,8.0,7.0,6.3,8.7,9.7,1,1
i6,284,5.7,7.2,6.6,6.4,6.9,9.4,9.2,6.9,0,29
i0,285,5.4,5.3,6.7,5.8,6.9,5.5,8.7,8.7,1,2
i1,285,6.6,6.8,6.5,4.7,8.4,7.1,8.0,6.1,0,13
i2,285,6.3,6.2,6.5,6.7,7.5,9.5,8.2,7.0,1,34
i3,285,4.2,6.0,6.9,6.3,4.1,6.1,7.6,6.0,1,36
i4,285,6.9,6.4,8.1,6.6,9.5,8.9,12.6,8.3,1,38
i5,285,6.1,5.2,7.0,8.2,7.5,7.7,8.5,9.7,1,2
i6,285,6.6,6.5,7.7,6.0,9.0,9.0,9.1,7.2,0,30
i0,286,5.4,6.3,7.2,5.6,7.2,9.0,9.2,7.2,1,3
i1,286,6.6,7.7,6.6,5.2,8.3,7.4,8.7,5.1,0,14
i2,286,5.3,6.3,4.8,6.8,6.6,7.3,5.8,8.6,1,35
i3,286,4.5,7.4,6.7,6.1,6.1,9.2,9.0,8.0,1,37
i4,286,6.0,5.2,6.5,6.7,7.5,6.3,8.1,8.8,1,39
i5,286,6.5,5.5,6.5,7.4,8.4,6.4,8.3,8.7,1,3
i6,286,5.9,7.4,7.4,6.5,6.6,8.5,10.2,9.3,0,31
i0,287,5.6,6.2,5.8,5.9,7.3,6.3,6.2,7.2,1,4
i1,287,6.6,7.9,5.4,6.0,8.6,9.1,5.7,8.7,0,15
i2,287,6.0,5.9,5.8,6.0,6.4,7.6,8.4,8.0,1,36
i3,287,5.1,7.4,6.4,5.1,6.4,10.9,6.8,7.7,1,38
i4,287,6.2,5.1,6.7,7.5,7.4,7.1,8.2,9.0,0,0
i5,287,5.6,7.2,6.8,7.0,7.2,9.3,7.4,9.3,1,4
i6,287,6.2,6.8,6.7,5.9,7.5,8.4,8.1,7.9,0,32
i0,288,5.4,6.3,6.7,6.0,6.3,7.3,7.5,6.9,1,5
i1,288,5.8,7.8,5.6,6.0,7.4,9.0,7.2,6.9,0,16
i2,288,5.6,5.8,6.3,6.7,6.1,7.2,7.4,8.7,1,37
i3,288,5.0,6.0,7.0,4.3,6.2,7.8,8.6,4.9,1,39
i4,288,5.6,5.7,7.3,7.5,8.3,7.5,9.6,9.7,0,1
i5,288,5.8,7.1,7.4,6.3,7.3,9.1,8.7,7.7,1,5
i6,288,4.9,5.8,5.7,7.3,6.2,8.3,7.0,8.8,0,33
i0,289,5.7,6.8,7.2,5.5,6.2,8.6,9.2,6.9,1,6
i1,289,6.4,6.1,6.2,5.8,7.9,8.4,8.1,5.9,0,17
i2,289,4.4,6.1,6.0,6.8,5.8,6.3,6.5,7.5,1,38
i3,289,5.7,6.3,7.4,5.4,6.4,7.4,8.7,6.8,0,0
i4,289,5.5,6.9,6.6,7.8,6.2,8.2,8.8,10.4,0,2
i5,289,5.1,6.7,7.4,6.6,4.9,7.9,8.6,8.3,1,6
i6,289,5.5,7.0,6.0,7.5,7.5,9.0,6.9,9.9,0,34
i0,290,5.6,7.1,6.6,5.3,6.8,8.4,7.9,5.9,1,7
i1,290,6.6,4.1,5.7,5.9,8.8,5.2,6.7,8.3,0,18
i2,290,4.1,6.0,6.9,6.2,6.1,7.7,7.5,7.8,1,39
i3,290,5.1,7.5,6.3,7.3,6.6,8.1,8.2,9.0,0,1
i4,290,4.9,7.2,6.7,7.3,6.1,7.8,8.1,9.0,0,3
i5,290,5.4,7.4,7.0,6.0,4.7,8.0,8.5,7.7,1,7
i6,290,5.4,6.6,5.3,5.8,6.1,8.3,5.8,6.5,0,35
i0,291,6.0,6.6,6.9,5.0,8.2,8.2,8.5,5.2,1,8
i1,291,6.2,5.0,5.7,4.9,9.0,5.9,6.6,6.5,0,19
